,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Ground Truth,Gazepath,Dispersion,Velocity,Ground Truth,Gazepath,Dispersion,Velocity
1,29,17,9,439.6552,792.1765,1500.7778,12750,13467,13507,19,712.7368,13542,,,,,,,,,
2,33,27,18,380.0909,490.7778,754.8889,12543,13251,13588,30,437.2,13116,,,,,,,,,
3,37,28,21,337.5405,490.0357,664.1905,12489,13721,13948,33,412.4848,13612,,,,,,,,,
4,32,31,23,399.5,440.5484,597.1739,12784,13657,13735,32,420.8125,13466,,,,,,,,,
5,22,16,9,615.9091,885.875,1576.1111,13550,14174,14185,19,742,14098,,,,,,,,,
6,27,24,15,492.6296,588.9167,943.9333,13301,14134,14159,26,539.4231,14025,,,,,,,,,
7,29,26,20,439.5517,512,675.25,12747,13312,13505,31,426.2581,13214,,,,,,,,,
8,23,19,14,569.3478,731.4737,1001.2857,13095,13898,14018,22,628.0909,13818,,,,,,,,,
9,41,29,21,307.7317,462.7931,650.619,12617,13421,13663,35,377.7143,13220,,,,,,,,,
10,39,37,31,316.9231,373.8919,447.129,12360,13834,13861,40,340.175,13607,,,,,,,,,
11,37,23,12,341.3243,614.8696,1180.9167,12629,14142,14171,27,521,14067,,,,,,,,,
12,25,17,6,524.8,821,2333,13120,13957,13998,21,659.381,13847,,,,,,,,,
13,31,28,20,421.7097,497.3214,695.8,13073,13925,13916,31,444.0968,13767,,,,,,,,,
14,36,30,22,365.0833,471.8667,641.9091,13143,14156,14122,31,453.4516,14057,,,,,,,,,
15,33,30,21,396,468.6333,671.9048,13068,14059,14110,32,433.25,13864,,,,,,,,,
16,41,38,26,313.9756,369.3158,541.5385,12873,14034,14080,41,340.0488,13942,,,,,,,,,
17,22,22,13,555.9091,572.4091,989.0769,12230,12593,12858,26,485.7308,12629,,,,,,,,,
18,42,38,26,299.0476,364.1316,537.0769,12560,13837,13964,41,333.8537,13688,,,,,,,,,
19,37,32,24,307.4865,374.9063,511.375,11377,11997,12273,41,305.5366,12527,,,,,,,,,
20,25,18,9,519.64,766.7222,1540.4444,12991,13801,13864,25,548.84,13721,,,,,,,,,
21,41,38,31,303.9512,356.6053,437.4194,12462,13551,13560,41,328.2683,13459,,,,,,,,,
22,30,29,18,417.5,453.4828,741.8889,12525,13151,13354,32,406.0313,12993,,,,,,,,,
23,15,15,11,894.1333,925.8667,1266.4545,13412,13888,13931,16,865.5625,13849,,,,,,,,,
24,37,26,15,338.1892,512.8846,896.4,12513,13335,13446,35,374.8286,13119,,,,,,,,,
25,31,28,19,403.9677,482.25,715.4737,12523,13503,13594,34,396.0588,13466,,,,,,,,,
26,27,22,12,488.7778,616.2273,1148.4167,13197,13557,13781,31,441.7097,13693,,,,,,,,,
27,16,16,12,835.4375,867.125,1157.0833,13367,13874,13885,17,817.7647,13902,,,,,,,,,
28,29,22,13,457.4138,642.7727,1089.6154,13265,14141,14165,25,561.56,14039,,,,,,,,,
29,34,23,19,374.2059,596.4348,726.5789,12723,13718,13805,28,483.3929,13535,,,,,,,,,
30,41,33,17,309.3415,411.1212,802.0588,12683,13567,13635,36,370.2222,13328,,,,,,,,,
1,24,18,14,259.75,374.7222,493.5714,6234,6745,6910,19,347.6316,6605,,,,,,,,,
2,15,15,9,412.8667,426.4667,741.8889,6193,6397,6677,17,368.8824,6271,,,,,,,,,
3,24,21,17,264.5833,326.4762,418.6471,6350,6856,7117,24,283.5833,6806,,,,,,,,,
4,22,21,17,284.9545,320.2381,400.6471,6269,6725,6811,25,264.72,6618,,,,,,,,,
5,19,18,12,354.5789,395.5,599.3333,6737,7119,7192,19,370.9474,7048,,,,,,,,,
6,16,16,11,418.3125,444.0625,656.2727,6693,7105,7219,17,412.8824,7019,,,,,,,,,
7,15,12,10,435.5333,567.5833,703.1,6533,6811,7031,15,451.4,6771,,,,,,,,,
8,15,14,13,372.0667,435.0714,492.3846,5581,6091,6401,17,369.4118,6280,,,,,,,,,
9,22,17,14,293.5,406.2353,496.5,6457,6906,6951,20,340,6800,,,,,,,,,
10,20,18,12,322.5,386.9444,597.75,6450,6965,7173,21,331.1429,6954,,,,,,,,,
11,22,21,20,288.2273,331.8095,357.55,6341,6968,7151,24,286.8333,6884,,,,,,,,,
12,22,10,4,305.5455,724.1,1813.25,6722,7241,7253,13,548.9231,7136,,,,,,,,,
13,12,14,11,548.1667,494.7143,636.2727,6578,6926,6999,15,464.4,6966,,,,,,,,,
14,25,25,19,259.64,282.92,370.6316,6491,7073,7042,27,256.8519,6935,,,,,,,,,
15,17,20,16,378.0588,348.9,438.8125,6427,6978,7021,20,341.1,6822,,,,,,,,,
16,24,22,19,246.3333,308.2273,360.6316,5912,6781,6852,24,283.9167,6814,,,,,,,,,
17,15,21,12,359.2667,273.0476,494.3333,5389,5734,5932,22,253.3636,5574,,,,,,,,,
18,23,21,18,270.5217,318.381,383.6667,6222,6686,6906,23,287.913,6622,,,,,,,,,
19,23,18,13,271.6957,370.2778,526.1538,6249,6665,6840,23,297.9565,6853,,,,,,,,,
20,16,8,4,421.0625,883.125,1811.5,6737,7065,7246,13,543.8462,7070,,,,,,,,,
21,19,20,18,313.2105,326.75,369.7222,5951,6535,6655,21,308.619,6481,,,,,,,,,
22,16,15,10,415.0625,457.8,710.7,6641,6867,7107,16,408.25,6532,,,,,,,,,
23,22,19,15,275.9091,348.0526,450.8,6070,6613,6762,19,337.3158,6409,,,,,,,,,
24,8,11,8,835.125,625.1818,868.875,6681,6877,6951,13,519.3846,6752,,,,,,,,,
25,16,17,14,318.25,331.9412,409.9286,5092,5643,5739,21,317.0476,6658,,,,,,,,,
26,18,16,14,350.8889,435.4375,506.2857,6316,6967,7088,21,327.4762,6877,,,,,,,,,
27,15,14,12,439.6,498.9286,592.3333,6594,6985,7108,16,431,6896,,,,,,,,,
28,17,17,14,343.4706,374.4706,459,5839,6366,6426,17,402.7647,6847,,,,,,,,,
29,20,20,17,307.05,330.3,402.6471,6141,6606,6845,21,313.5238,6584,,,,,,,,,
30,23,21,18,273.3913,315.381,378.2222,6288,6623,6808,24,274.2083,6581,,,,,,,,,
1,46,16,12,418.1739,1245,1675,19236,19920,20100,20,1003.8,20076,,,,,,,,,
2,37,33,26,488.1081,572.8182,750.4231,18060,18903,19511,35,534.8286,18719,,,,,,,,,
3,50,37,22,370.2,541.7838,925.5,18510,20046,20361,46,435.0217,20011,,,,,,,,,
4,43,31,27,424.0698,623.129,725.2963,18235,19317,19583,37,521.1081,19281,,,,,,,,,
5,28,20,18,708,1011.05,1139.9444,19824,20221,20519,24,847.5,20340,,,,,,,,,
6,32,19,9,603.75,1063.3158,2261.3333,19320,20203,20352,27,745.8148,20137,,,,,,,,,
7,46,33,24,406.6522,594.1212,829.5417,18706,19606,19909,46,423.1739,19466,,,,,,,,,
8,37,23,16,480.3514,813.2609,1185.25,17773,18705,18964,30,636.2,19086,,,,,,,,,
9,50,32,23,369.54,614.3438,867.4348,18477,19659,19951,39,497.7436,19412,,,,,,,,,
10,49,41,26,378.4694,493.7073,785.5385,18545,20242,20424,48,418.875,20106,,,,,,,,,
11,56,27,22,333.9107,755.0741,935.0455,18699,20387,20571,31,654.1935,20280,,,,,,,,,
12,38,21,12,504.4211,958.1905,1694.4167,19168,20122,20333,28,715.5714,20036,,,,,,,,,
13,25,18,15,784.52,1133.5,1363.1333,19613,20403,20447,24,843.9583,20255,,,,,,,,,
14,40,27,20,487.575,760,1033.4,19503,20520,20668,33,617.6667,20383,,,,,,,,,
15,35,29,22,539.0286,694.2069,930.1818,18866,20132,20464,36,556.6111,20038,,,,,,,,,
16,56,30,18,338.7321,684.2667,1152.9444,18969,20528,20753,36,569.9167,20517,,,,,,,,,
17,30,22,18,477.7,673.3636,848.1667,14331,14814,15267,33,476.3939,15721,,,,,,,,,
18,57,41,22,328.0702,496.8537,937,18700,20371,20614,46,436.413,20075,,,,,,,,,
19,46,32,23,415.5,626.8438,880.5217,19113,20059,20252,39,508.1538,19818,,,,,,,,,
20,44,35,23,430.6591,576.0857,885.2174,18949,20163,20360,45,444.7556,20014,,,,,,,,,
21,41,39,34,447,497.9487,579.5294,18327,19420,19704,42,461.5476,19385,,,,,,,,,
22,36,27,17,518.6389,719.7037,1150.4118,18671,19432,19557,30,648.6333,19459,,,,,,,,,
23,48,37,27,368.7708,512.0541,716.8148,17701,18946,19354,45,421.2222,18955,,,,,,,,,
24,43,39,28,422.4651,488.3077,689.8571,18166,19044,19316,43,438.1163,18839,,,,,,,,,
25,50,37,28,364.3,524.3243,704.2857,18215,19400,19720,45,426.7778,19205,,,,,,,,,
26,43,35,27,434.0465,554.3714,727.8148,18664,19403,19651,39,485.0513,18917,,,,,,,,,
27,29,28,22,662.5172,710.2143,923.2273,19213,19886,20311,31,636.3548,19727,,,,,,,,,
28,31,21,15,642.3548,980.2381,1384.6,19913,20585,20769,26,791.2308,20572,,,,,,,,,
29,39,29,22,480.8462,677.6207,912,18753,19651,20064,36,548.75,19755,,,,,,,,,
30,38,24,19,517.5263,840.9583,1072,19666,20183,20368,33,614.1818,20268,,,,,,,,,
1,51,39,15,346.5686,471.1538,1239.5333,17675,18375,18593,53,368.9623,19555,,,,,,,,,
2,50,38,14,333.98,452.2895,1303.5,16699,17187,18249,46,383.587,17645,,,,,,,,,
3,62,48,23,283.9839,403.3333,868.3913,17607,19360,19973,58,329.6034,19117,,,,,,,,,
4,48,44,18,389.875,449.8409,1106.7222,18714,19793,19921,53,367.1698,19460,,,,,,,,,
5,40,37,15,485.175,543.3514,1351.6,19407,20104,20274,45,432.5778,19466,,,,,,,,,
6,43,31,7,454.7209,648.8387,2905.2857,19553,20114,20337,39,501.7949,19570,,,,,,,,,
7,42,40,17,446.8095,486.95,1156.5882,18766,19478,19662,45,425.6222,19153,,,,,,,,,
8,45,46,24,383.4667,399.3261,785.7917,17256,18369,18859,51,352.549,17980,,,,,,,,,
9,57,44,24,326.5789,436.8864,820.375,18615,19223,19689,55,351.9273,19356,,,,,,,,,
10,64,49,42,281.9688,408.5306,480.8333,18046,20018,20195,55,356.6545,19616,,,,,,,,,
11,53,45,22,339.3585,433.0222,900.7273,17986,19486,19816,53,374.5283,19850,,,,,,,,,
12,43,42,23,394.907,423.7857,801.913,16981,17799,18444,56,320.2143,17932,,,,,,,,,
13,65,53,38,261.1846,348.0943,489.6579,16977,18449,18607,64,298.9375,19132,,,,,,,,,
14,48,42,18,379.0833,453,1065.8333,18196,19026,19185,53,375.9623,19926,,,,,,,,,
15,43,49,30,421.9767,395.5714,655.4333,18145,19383,19663,55,343.9636,18918,,,,,,,,,
16,65,51,32,280.5385,384.4118,620.0625,18235,19605,19842,60,329.4833,19769,,,,,,,,,
17,27,38,27,490.7407,312.9474,472.8148,13250,11892,12766,49,229.6327,11252,,,,,,,,,
18,54,37,7,354.6667,554.8108,2942.4286,19152,20528,20597,49,408.6122,20022,,,,,,,,,
19,55,50,29,340.8182,391.68,683.7586,18745,19584,19829,54,357.9259,19328,,,,,,,,,
20,49,39,21,392.1429,506.6923,962.381,19215,19761,20210,50,393.08,19654,,,,,,,,,
21,51,45,27,349.6471,419.6222,711.2963,17832,18883,19205,52,360.1923,18730,,,,,,,,,
22,41,43,26,452.2195,444.093,748.5,18541,19096,19461,49,381.7959,18708,,,,,,,,,
23,48,45,17,376.3333,424.6889,1144.5882,18064,19111,19458,53,362.8868,19233,,,,,,,,,
24,52,47,35,337.1154,402.2553,544.4286,17530,18906,19055,54,351.0741,18958,,,,,,,,,
25,62,54,28,260.629,317.7222,626.6786,16159,17157,17547,78,236.6282,18457,,,,,,,,,
26,43,43,24,422.7442,441.2093,800.7083,18178,18972,19217,47,414.6383,19488,,,,,,,,,
27,49,45,25,385,450.2,819.6,18865,20259,20490,53,371.9245,19712,,,,,,,,,
28,42,39,16,381.5238,429.3077,1075.75,16024,16743,17212,53,344.0943,18237,,,,,,,,,
29,42,39,22,430.8333,490.8462,881.8636,18095,19143,19401,49,391.1429,19166,,,,,,,,,
30,53,48,17,352.6604,401.8125,1156.5294,18691,19287,19661,55,346.0909,19035,,,,,,,,,
1,22,15,8,367.9091,555.6,1059.125,8094,8334,8473,16,506.6875,8107,,,,,,,,,
2,17,18,9,470.9412,460.7778,934.8889,8006,8294,8414,21,383.2857,8049,,,,,,,,,
3,19,20,15,397.6842,393.95,543.6,7556,7879,8154,24,325.75,7818,,,,,,,,,
4,18,19,10,434.7778,430.2105,830.1,7826,8174,8301,24,333.8333,8012,,,,,,,,,
5,16,18,6,513.625,467.1111,1420.5,8218,8408,8523,22,379.1818,8342,,,,,,,,,
6,24,16,3,332.8333,539.1875,2886.6667,7988,8627,8660,20,417,8340,,,,,,,,,
7,21,18,11,374.0476,453.7222,762,7855,8167,8382,19,418.3158,7948,,,,,,,,,
8,19,16,6,379,463.3125,1292.5,7201,7413,7755,22,345.1818,7594,,,,,,,,,
9,21,19,8,378.619,433.8947,1053,7951,8244,8424,24,337.1667,8092,,,,,,,,,
10,30,23,14,252.7,360.6087,603.5714,7581,8294,8450,27,301.6296,8144,,,,,,,,,
11,15,15,6,524,540.5333,1382.8333,7860,8108,8297,20,401.8,8036,,,,,,,,,
12,20,17,8,374.9,475.7059,1031,7498,8087,8248,22,379.2727,8344,,,,,,,,,
13,13,14,10,609.0769,597.0714,861.8,7918,8359,8618,19,443.4211,8425,,,,,,,,,
14,24,16,9,335.7917,533.25,958.5556,8059,8532,8627,21,399.8571,8397,,,,,,,,,
15,22,20,12,366.6364,423.75,717.0833,8066,8475,8605,25,333.32,8333,,,,,,,,,
16,27,21,11,275.2593,396.4286,768.2727,7432,8325,8451,26,319.8846,8317,,,,,,,,,
17,17,19,11,458.2941,409.9474,745.0909,7791,7789,8196,25,309.04,7726,,,,,,,,,
18,26,19,8,304.8846,450,1074.5,7927,8550,8596,23,354.4348,8152,,,,,,,,,
19,19,18,7,405.8947,477.3333,1234.2857,7712,8592,8640,20,417.7,8354,,,,,,,,,
20,16,17,8,482.6875,491.7059,1062.375,7723,8359,8499,23,353.087,8121,,,,,,,,,
21,16,19,13,491.6875,439.7895,640.6154,7867,8356,8328,20,411.4,8228,,,,,,,,,
22,15,18,8,500.8,423.7222,973.75,7512,7627,7790,21,352.2381,7397,,,,,,,,,
23,18,16,6,453.0556,528.4375,1418.3333,8155,8455,8510,18,458.3333,8250,,,,,,,,,
24,28,26,21,258.4643,298.0385,381.2381,7237,7749,8006,28,273.6429,7662,,,,,,,,,
25,15,18,12,422.5333,381.6667,606.8333,6338,6870,7282,22,304.0455,6689,,,,,,,,,
26,23,14,4,338.9565,579.1429,2060,7796,8108,8240,18,455.7778,8204,,,,,,,,,
27,21,19,8,372.3333,424.5789,1033.375,7819,8067,8267,23,347.5652,7994,,,,,,,,,
28,20,14,7,395.2,577.2143,1187,7904,8081,8309,19,414.2632,7871,,,,,,,,,
29,18,20,11,417.2778,380.7,718.8182,7511,7614,7907,23,326.6087,7512,,,,,,,,,
30,29,23,14,269.8966,355.3913,601.5,7827,8174,8421,28,287.1429,8040,,,,,,,,,
1,50,39,18,357.94,480.1795,1050.8333,17897,18727,18915,47,394.234,18529,,,,,,,,,
2,53,44,25,330.5472,420.4773,769.32,17519,18501,19233,55,330.8909,18199,,,,,,,,,
3,52,48,35,359.5962,407.3333,568.7429,18699,19552,19906,51,381.1176,19437,,,,,,,,,
4,59,49,39,296.0339,392,494.5897,17466,19208,19289,54,352.0185,19009,,,,,,,,,
5,31,31,26,624.6452,645.6129,773.7308,19364,20014,20117,37,530.9459,19645,,,,,,,,,
6,17,16,8,1162.7059,1262.4375,2534.125,19766,20199,20273,21,952.1429,19995,,,,,,,,,
7,39,38,23,470.8718,498.5526,845.8696,18364,18945,19455,44,427.6364,18816,,,,,,,,,
8,40,37,27,445.5,516.5405,720.8519,17820,19112,19463,41,461.4146,18918,,,,,,,,,
9,47,38,31,393.8511,518.6053,643.3226,18511,19707,19943,46,425.8696,19590,,,,,,,,,
10,49,49,40,371.2857,405.1633,496.425,18193,19853,19857,53,368.3585,19523,,,,,,,,,
11,39,35,21,482.9744,571.3429,962.2857,18836,19997,20208,40,498,19920,,,,,,,,,
12,41,36,12,464.9512,560.6944,1690.9167,19063,20185,20291,45,442.7778,19925,,,,,,,,,
13,47,43,29,380.5745,442.5814,662.5517,17887,19031,19214,51,369.9608,18868,,,,,,,,,
14,63,56,45,286.4921,348.8036,438.1778,18049,19533,19718,64,304.6875,19500,,,,,,,,,
15,54,54,39,331.8704,363.463,506.0256,17921,19627,19735,59,328.2373,19366,,,,,,,,,
16,66,59,45,270.8939,335.8983,444.7556,17879,19818,20014,63,310.2381,19545,,,,,,,,,
17,40,53,41,433.375,322.3208,417.0732,17335,17083,17100,63,250.6984,15794,,,,,,,,,
18,49,37,21,384.551,536.5946,949.5238,18843,19854,19940,41,476.8537,19551,,,,,,,,,
19,63,57,38,287.127,345.5965,525.2632,18089,19699,19960,63,307.0317,19343,,,,,,,,,
20,46,46,26,409.8478,429.0435,770.4231,18853,19736,20031,50,392.28,19614,,,,,,,,,
21,46,45,35,381.0217,414.3778,538.6,17527,18647,18851,50,370.12,18506,,,,,,,,,
22,51,45,25,350.2549,416.4667,765.84,17863,18741,19146,52,360.6154,18752,,,,,,,,,
23,35,31,24,506.1714,599.7419,795.9583,17716,18592,19103,39,483.5128,18857,,,,,,,,,
24,60,52,25,280.8667,349.2885,752.88,16852,18163,18822,55,322.6545,17746,,,,,,,,,
25,58,53,38,300.1724,353.566,501.1053,17410,18739,19042,57,326.8246,18629,,,,,,,,,
26,34,31,22,557.3529,633.2903,900.9545,18950,19632,19821,36,542.1944,19519,,,,,,,,,
27,42,41,22,452.9048,491.9268,924,19022,20169,20328,43,465.2791,20007,,,,,,,,,
28,40,33,17,464.85,586.697,1156.1765,18594,19361,19655,42,464.3333,19502,,,,,,,,,
29,25,25,21,747.76,786.4,941.381,18694,19660,19769,28,689.5714,19308,,,,,,,,,
30,65,48,31,287,412.4583,640,18655,19798,19840,58,337.1552,19555,,,,,,,,,
1,10,7,4,752.1,1092.2857,1917.75,7521,7646,7671,8,954,7632,,,,,,,,,
2,23,20,10,259.5652,326.4,661.8,5970,6528,6618,24,304.25,7302,,,,,,,,,
3,17,14,6,426.6471,553.0714,1291.3333,7253,7743,7748,15,514.4,7716,,,,,,,,,
4,16,9,5,450.3125,829,1496.4,7205,7461,7482,10,743.9,7439,,,,,,,,,
5,11,5,3,689.9091,1549.4,2585.3333,7589,7747,7756,6,1289.8333,7739,,,,,,,,,
6,24,12,6,286.25,613.3333,1233.5,6870,7360,7401,15,486.9333,7304,,,,,,,,,
7,21,15,11,316.1905,465.8667,647.8182,6640,6988,7126,16,458.3125,7333,,,,,,,,,
8,19,18,15,357.4737,414.8889,510.2,6792,7468,7653,18,410.9444,7397,,,,,,,,,
9,20,17,10,323.85,411.6471,715.5,6477,6998,7155,21,343.5714,7215,,,,,,,,,
10,24,18,12,278.6667,417.2222,625.5833,6688,7510,7507,22,343,7546,,,,,,,,,
11,23,14,7,300.2174,549.4286,1099.5714,6905,7692,7697,15,509.6,7644,,,,,,,,,
12,12,7,3,614.6667,1094.8571,2553,7376,7664,7659,9,849.2222,7643,,,,,,,,,
13,19,16,12,370.6316,467.625,628.5,7042,7482,7542,17,447.4706,7607,,,,,,,,,
14,19,7,4,384,1108.7143,1938.25,7296,7761,7753,11,702.1818,7724,,,,,,,,,
15,19,13,7,377.6316,594.2308,1104.4286,7175,7725,7731,16,480.875,7694,,,,,,,,,
16,21,11,9,323.2381,665.9091,811.2222,6788,7325,7301,14,542,7588,,,,,,,,,
17,7,5,2,1037.8571,1550.8,3881,7265,7754,7762,5,1550,7750,,,,,,,,,
18,14,13,10,517.7143,584.6923,763.1,7248,7601,7631,13,581.6923,7562,,,,,,,,,
19,25,24,22,276.88,311.25,346.6818,6922,7470,7627,25,291.84,7296,,,,,,,,,
20,23,21,15,277.8261,337.7619,492.6667,6390,7093,7390,23,308.1304,7087,,,,,,,,,
21,23,22,18,296.1304,334,409.4444,6811,7348,7370,23,316.3478,7276,,,,,,,,,
22,18,14,11,381.6111,514.5714,661.0909,6869,7204,7272,15,475.4667,7132,,,,,,,,,
23,6,5,4,1198.3333,1496.2,1876.75,7190,7481,7507,6,1241.1667,7447,,,,,,,,,
24,15,12,9,472.5333,618.6667,829.8889,7088,7424,7469,14,527.0714,7379,,,,,,,,,
25,15,8,7,471.5333,923.75,1058.7143,7073,7390,7411,12,620.4167,7445,,,,,,,,,
26,12,6,2,603.0833,1225,3681,7237,7350,7362,12,640.5,7686,,,,,,,,,
27,14,5,2,535.0714,1552.6,3882,7491,7763,7764,7,1107.1429,7750,,,,,,,,,
28,13,9,7,551.0769,842.4444,1084.5714,7164,7582,7592,12,628.5833,7543,,,,,,,,,
29,14,12,11,392.9286,493.6667,541.4545,5501,5924,5956,12,487.9167,5855,,,,,,,,,
30,21,16,13,339.4762,481.375,592.4615,7129,7702,7702,18,422.5556,7606,,,,,,,,,
1,22,22,15,301.8636,301.7727,440.8,6641,6639,6612,24,275.4167,6610,,,,,,,,,
2,14,18,13,506.3571,409.6111,584.5385,7089,7373,7599,22,325.0909,7152,,,,,,,,,
3,19,16,12,382.3158,489.9375,661.1667,7264,7839,7934,18,430.5556,7750,,,,,,,,,
4,27,27,22,248.2593,273.8519,339.2727,6703,7394,7464,30,242.8,7284,,,,,,,,,
5,11,13,10,664.2727,584.7692,772,7307,7602,7720,17,441.1176,7499,,,,,,,,,
6,28,18,8,261.7857,444.3889,999.625,7330,7999,7997,20,393.55,7871,,,,,,,,,
7,19,21,13,382.4211,369.8095,606.8462,7266,7766,7889,25,307.28,7682,,,,,,,,,
8,14,15,14,442.1429,450.5333,497.2857,6190,6758,6962,16,426.25,6820,,,,,,,,,
9,26,22,17,271.4231,343.8182,450.4118,7057,7564,7657,25,300.28,7507,,,,,,,,,
10,21,21,17,335.4286,366.5238,459.1176,7044,7697,7805,24,308.625,7407,,,,,,,,,
11,13,13,6,580.8462,608,1332.8333,7551,7904,7997,17,463.5882,7881,,,,,,,,,
12,14,14,11,450.3571,467.0714,602.3636,6305,6539,6626,17,386.4706,6570,,,,,,,,,
13,27,25,19,265.5926,308.28,411.9474,7171,7707,7827,28,273.5357,7659,,,,,,,,,
14,21,22,18,329.7619,348.4545,422.3889,6925,7666,7603,23,325.8261,7494,,,,,,,,,
15,19,20,14,372.8421,378.75,548.2143,7084,7575,7675,24,322.7917,7747,,,,,,,,,
16,17,18,14,406.5294,416.6667,543.7857,6911,7500,7613,21,361.2381,7586,,,,,,,,,
17,13,15,10,421.3077,376.8,591.3,5477,5652,5913,18,314.6667,5664,,,,,,,,,
18,23,21,19,298.6522,353.6667,397.8947,6869,7427,7560,23,315.3043,7252,,,,,,,,,
19,20,18,15,359.45,424.3889,521.9333,7189,7639,7829,22,346.5455,7624,,,,,,,,,
20,22,23,21,314.9545,315.087,355.9524,6929,7247,7475,25,291.6,7290,,,,,,,,,
21,15,16,13,490.2667,479.8125,598,7354,7677,7774,18,410.6667,7392,,,,,,,,,
22,25,22,12,291.72,343.1364,645.6667,7293,7549,7748,25,297.36,7434,,,,,,,,,
23,23,23,16,307.2174,332.3043,484.375,7066,7643,7750,27,282.5556,7629,,,,,,,,,
24,18,19,13,396.7778,392.2632,586.0769,7142,7453,7619,22,335.8182,7388,,,,,,,,,
25,22,20,16,308.3182,363.8,465.625,6783,7276,7450,24,299.0833,7178,,,,,,,,,
26,13,16,9,579.1538,470.625,868.3333,7529,7530,7815,23,330.087,7592,,,,,,,,,
27,21,18,10,327.381,426.2778,783.7,6875,7673,7837,23,331.6522,7628,,,,,,,,,
28,9,11,7,852.1111,722.4545,1142.2857,7669,7947,7996,14,563.2857,7886,,,,,,,,,
29,16,18,11,415.75,392.8333,651.2727,6652,7071,7164,22,311.9545,6863,,,,,,,,,
30,18,16,11,406,466.375,702,7308,7462,7722,23,327.3043,7528,,,,,,,,,
1,31,19,14,381.4194,654.5263,896.9286,11824,12436,12557,22,554.5455,12200,,,,,,,,,
2,31,28,18,373.6129,441,699.2222,11582,12348,12586,31,391.1935,12127,,,,,,,,,
3,18,27,10,683.7222,470.7037,1301.2,12307,12709,13012,36,348.1111,12532,,,,,,,,,
4,29,25,18,394.3448,489.96,688.2222,11436,12249,12388,27,447.7037,12088,,,,,,,,,
5,23,19,15,531.3478,671.5263,853.7333,12221,12759,12806,20,628.1,12562,,,,,,,,,
6,34,16,9,350.4118,778.5625,1398.1111,11914,12457,12583,24,508.1667,12196,,,,,,,,,
7,27,20,15,436.0741,621.7,842.4,11774,12434,12636,22,556.7273,12248,,,,,,,,,
8,27,20,15,397.1481,581.25,789.7333,10723,11625,11846,24,491.6667,11800,,,,,,,,,
9,23,18,12,526.6522,699.1667,1058.3333,12113,12585,12700,22,560.3636,12328,,,,,,,,,
10,35,30,24,326.5429,416.5,521.2917,11429,12495,12511,33,385.9091,12735,,,,,,,,,
11,32,23,17,368.625,536.4783,742.0588,11796,12339,12615,26,470.9615,12245,,,,,,,,,
12,12,8,2,1060.6667,1635.375,6566.5,12728,13083,13133,11,1185.1818,13037,,,,,,,,,
13,38,29,21,305.1842,439.9655,610.1905,11597,12759,12814,36,350.4444,12616,,,,,,,,,
14,32,25,19,381.1563,506.84,678.2105,12197,12671,12886,35,363.8,12733,,,,,,,,,
15,31,22,18,372.6452,566.9545,699.0556,11552,12473,12583,24,522.5,12540,,,,,,,,,
16,34,27,19,351.5882,479.0741,681.2632,11954,12935,12944,31,411.2581,12749,,,,,,,,,
17,22,28,18,503.4091,392.2857,633.8333,11075,10984,11409,35,313.4,10969,,,,,,,,,
18,26,17,11,460.0769,741.9412,1159.8182,11962,12613,12758,23,546.3913,12567,,,,,,,,,
19,34,26,16,345.5294,484.7308,806.0625,11748,12603,12897,32,390.8125,12506,,,,,,,,,
20,32,30,18,352.375,410.2667,686.8889,11276,12308,12364,33,381.1515,12578,,,,,,,,,
21,29,24,21,380.7931,495.625,578.7619,11043,11895,12154,26,451.8846,11749,,,,,,,,,
22,25,20,14,422.88,547.8,788.7857,10572,10956,11043,30,399.1,11973,,,,,,,,,
23,21,18,15,557.4286,678.3333,827.4,11706,12210,12411,22,550,12100,,,,,,,,,
24,31,24,17,363.6774,494.6667,711,11274,11872,12087,24,489.125,11739,,,,,,,,,
25,32,24,17,323.9688,459.8333,660.4706,10367,11036,11228,31,380.9355,11809,,,,,,,,,
26,19,16,10,625.9474,771.25,1258.3,11893,12340,12583,23,540.3043,12427,,,,,,,,,
27,15,12,10,838.4,1070.3333,1291.8,12576,12844,12918,15,856.7333,12851,,,,,,,,,
28,22,17,11,540.0455,739.7647,1154.4545,11881,12576,12699,18,690.2778,12425,,,,,,,,,
29,26,20,13,440.4615,605.1,947.8462,11452,12102,12322,22,545,11990,,,,,,,,,
30,30,23,14,382.9667,530.4783,879.5,11489,12201,12313,25,482.6,12065,,,,,,,,,
1,41,36,23,405.6098,486.0278,768.6087,16630,17497,17678,39,451.9744,17627,,,,,,,,,
2,50,43,25,319.1,403.4884,710.44,15955,17350,17761,45,378.7556,17044,,,,,,,,,
3,47,38,30,338.234,467.5526,596.4,15897,17767,17892,40,438.75,17550,,,,,,,,,
4,51,43,39,296.8627,391.7907,432.9744,15140,16847,16886,45,368.1556,16567,,,,,,,,,
5,41,35,30,421.0976,519.4286,609.4,17265,18180,18282,37,485.4054,17960,,,,,,,,,
6,38,32,24,447.4737,569.7813,762.5833,17004,18233,18302,34,531.4412,18069,,,,,,,,,
7,23,11,9,748.2609,1610.5455,1979.7778,17210,17716,17818,14,1260.9286,17653,,,,,,,,,
