,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,
,,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration
,,18,145,126,103,264.469,326.1429,406.068,33483,35995,37380,133,303.7744,35731,,145,142,117,252.1103,278.5282,344.1966,36556,39551,40271,133,303.7744,35731
,,19,113,92,79,334.7876,443.7065,526.519,39142,40592,41159,105,386.3048,40324,,105,89,73,323.7905,409.809,511.4521,33998,36473,37336,105,386.3048,40324
,,20,48,75,47,842.4792,557.7467,893.8085,36249,37804,38725,104,390.2019,37699,,67,113,78,549.4179,308.1239,439.7436,36811,34818,34300,104,390.2019,37699
,,21,103,91,82,357,438.2198,489.1829,39046,41489,41683,100,396.66,41111,,96,100,85,366.1875,375.43,446.4,35154,37543,37944,100,396.66,41111
,,22,90,76,55,399.8667,497.6184,698.7091,39267,41091,41706,82,470.8415,40921,,74,69,49,385.5405,426.1159,612.3469,28530,29402,30005,82,470.8415,40921
,,23,110,90,68,355.5636,462.8778,618.8382,39409,42204,42864,101,406.9109,41624,,107,109,72,351.3551,364.4771,563.9444,37595,39728,40604,101,406.9109,41624
,,24,118,93,73,316.8559,425.7527,550.1096,39338,41472,42014,101,388.4653,41161,,113,106,73,314.7168,353.1887,522.3836,35563,37438,38134,101,388.4653,41161
,,25,129,106,65,259.5581,339.5755,575.0769,38245,41567,41723,134,266.6493,41159,,127,128,94,243.0945,248.3281,372.0106,30873,31786,34969,134,266.6493,41159
,,26,81,61,45,483.2346,665.4426,914.6444,41071,43100,43441,68,593,42712,,82,83,52,461.7683,470.6145,766.7308,37865,39061,39870,68,593,42712
,,27,103,96,74,351.932,393.7917,523.3108,41288,43496,43730,109,345.8624,43067,,106,114,89,334.7075,321.0088,421.5169,35479,36595,37515,109,345.8624,43067
,,28,94,70,55,415.383,592.7,757.8727,40238,42098,42486,80,513.8875,41542,,91,83,63,392.0989,458.5181,610.6032,35681,38057,38468,80,513.8875,41542
,,29,60,46,36,654.45,893.2826,1158.5,36323,39104,39972,59,693.5763,38732,,59,58,35,644.7627,678.8276,1149.971,38041,39372,40249,59,693.5763,38732
,,30,140,113,77,280.9857,367.0088,545.6364,39231,41981,42616,138,298.2681,41489,,136,136,84,277.7647,283.2132,484.631,37776,38517,40709,138,298.2681,41489
23,Car 3,1,168,139,91,295.2917,378.518,587.7363,49609,52614,53484,150,346.4733,51971,,152,149,107,316.7829,335.3087,483.6916,48151,49961,51755,150,346.4733,51971
,,2,122,93,52,409.123,562.6989,1023.827,49913,52331,53239,102,506.3725,51650,,108,98,55,401.787,460.4388,851.6182,43393,45123,46839,102,506.3725,51650
,,3,128,114,70,421.4375,490.6842,808.4286,53944,55938,56590,124,445.1371,55197,,113,148,103,436.9204,336.6284,489.3592,49372,49821,50404,124,445.1371,55197
,,4,97,63,41,535.4124,860.5714,1329.61,51935,54216,54514,70,771.3,53991,,109,111,68,470.7615,482.1712,795.3971,51313,53521,54087,70,771.3,53991
,,5,92,81,63,585.7391,691.8889,893.0635,53888,56043,56263,87,638.2644,55529,,83,86,62,605.0843,601.5814,843.8065,50222,51736,52316,87,638.2644,55529
,,6,97,66,50,550.866,840.9848,1119.12,53434,55505,55956,80,689.4375,55155,,97,98,47,542.8969,555.5714,1171.872,52661,54446,55078,80,689.4375,55155
,,7,136,97,68,372.8235,551.7732,796.9559,50704,53522,54193,115,459.3565,52826,,124,125,64,365.8871,376.136,753.2656,45370,47017,48209,115,459.3565,52826
,,8,100,82,60,491.31,635.8902,882.75,49131,52143,52965,95,544.9895,51774,,97,103,64,492.7629,489.5534,806.0625,47798,50424,51588,95,544.9895,51774
,,9,149,125,81,341.2483,427.168,668.2963,50846,53396,54132,139,381,52959,,145,147,82,328.5862,339.1701,618.1707,47645,49858,50690,139,381,52959
,,10,178,137,108,281.4157,406.4818,520.2407,50092,55688,56186,151,363.1788,54840,,165,160,102,294.0364,325.4438,519.8235,48516,52071,53022,151,363.1788,54840
,,11,135,100,69,383.8741,556.29,814.3623,51823,55629,56191,109,501.0183,54611,,138,125,71,358.7681,427.608,762.507,49510,53451,54138,109,501.0183,54611
,,12,139,86,26,369.8561,643.2558,2139.731,51410,55320,55633,115,479.4087,55132,,144,143,61,354.0903,382.6154,906.1475,50989,54714,55275,115,479.4087,55132
,,13,141,119,105,356.6241,456.1681,519.219,50284,54284,54518,130,413.6692,53777,,126,120,98,366.2302,410.325,506.8265,46145,49239,49669,130,413.6692,53777
,,14,158,112,72,329.8228,494.4375,773.5417,52112,55377,55695,137,402.4964,55142,,156,167,130,316.8141,310.9341,406.9769,49423,51926,52907,137,402.4964,55142
,,15,134,117,93,382.791,471.0171,600.6237,51294,55109,55858,128,425.7969,54502,,132,130,98,390.2348,412.0846,558.3265,51511,53571,54716,128,425.7969,54502
,,16,164,138,115,303.6768,402.1087,486.5217,49803,55491,55950,151,364.0132,54966,,152,164,132,300.1184,299.7073,376.7045,45618,49152,49725,151,364.0132,54966
,,17,92,94,72,470.8152,496.0426,667.3889,43315,46628,48052,119,386.3866,45980,,97,120,90,428.9794,334.1917,490.9333,41611,40103,44184,119,386.3866,45980
,,18,188,151,104,268.1489,357.2252,527.3269,50412,53941,54842,176,302.4716,53235,,178,167,119,268.1798,306.7904,438.2101,47736,51234,52147,176,302.4716,53235
,,19,164,118,81,305.2561,455.5508,672.1975,50062,53755,54448,134,400.8582,53715,,157,136,77,315.5796,388.7279,695.6364,49546,52867,53564,134,400.8582,53715
,,20,89,97,47,602.4045,563.8247,1180.766,53614,54691,55496,118,459.2542,54192,,102,135,107,464.4608,341.4667,453.4486,47375,46098,48519,118,459.2542,54192
,,21,163,148,134,303.7423,368.9324,407.9254,49510,54602,54662,158,342.2278,54072,,147,151,135,293.7007,307.2185,347.1778,43174,46390,46869,158,342.2278,54072
,,22,144,106,76,335.5625,488.6132,691.0395,48321,51793,52519,115,449.5652,51700,,136,123,82,336.5662,392.2846,602.7439,45773,48251,49425,115,449.5652,51700
,,23,107,83,62,475.5794,646.5301,876.4516,50887,53662,54340,94,566.2021,53223,,110,119,89,455.6,443.3025,603.5955,50116,52753,53720,94,566.2021,53223
,,24,168,132,80,287.4702,391.447,662.275,48295,51671,52982,143,356.3566,50959,,161,159,118,284.8137,309.7421,430.0169,45855,49249,50742,143,356.3566,50959
,,25,120,136,62,395.7333,350.7941,809.3226,47488,47708,50178,187,252.4599,47210,,164,181,143,258.6037,207.0331,301.972,42411,37473,43182,187,252.4599,47210
,,26,121,83,65,430.0413,655.2169,843.1692,52035,54383,54806,93,576.7634,53639,,128,139,97,394.5,381.9137,559.0619,50496,53086,54229,93,576.7634,53639
,,27,116,97,67,457.4483,573.6804,837.806,53064,55647,56133,109,506.6697,55227,,115,125,87,438.5391,431.16,626.2184,50432,53895,54481,109,506.6697,55227
,,28,145,113,81,331.6483,453.7522,644.4568,48089,51274,52201,124,410.7016,50927,,147,149,90,319.6259,338.5168,572.9444,46985,50439,51565,124,410.7016,50927
,,29,117,93,67,437.0342,590.0538,828.7463,51133,54875,55526,105,518.6667,54460,,108,111,82,448.0741,458.8108,629.5488,48392,50928,51623,105,518.6667,54460
,,30,174,138,85,299.0172,399.8986,652.4235,52029,55186,55456,159,343.7484,54656,,172,183,98,288.657,276.1366,542.9796,49649,50533,53212,159,343.7484,54656
24,Car 4,1,109,67,32,374.1743,640.8657,1351.563,40785,42938,43250,87,493.3218,42919,,105,83,40,386.6286,517.9157,1085.9,40596,42987,43436,87,493.3218,42919
,,2,99,93,64,388.4444,438.2581,652.1406,38456,40758,41737,99,410.7273,40662,,85,80,48,387.9412,438.275,752.3333,32975,35062,36112,99,410.7273,40662
,,3,104,73,48,401.9231,602.3973,920.9583,41800,43975,44206,90,485.3444,43681,,101,86,49,398.1089,490.6744,867.9184,40209,42198,42528,90,485.3444,43681
,,4,77,52,22,538.3636,826,1960.455,41454,42952,43130,64,668.7656,42801,,81,63,26,512.0988,680.381,1656.731,41480,42864,43075,64,668.7656,42801
,,5,76,63,44,550.9474,696,998.8409,41872,43848,43949,68,639.3676,43477,,71,62,46,570.7042,684.6774,929.5,40520,42450,42757,68,639.3676,43477
,,6,37,25,12,1182.622,1783,3720.583,43757,44575,44647,33,1345.242,44393,,35,32,15,1252.571,1391,2975.267,43840,44512,44629,33,1345.242,44393
,,7,105,83,57,369.981,491.6386,726.7368,38848,40806,41424,98,417.7041,40935,,98,83,45,363.7347,452.0964,850.5778,35646,37524,38276,98,417.7041,40935
,,8,44,45,30,921.2955,941.4667,1422.8,40537,42366,42684,49,861.0408,42191,,49,48,27,808.8163,857.1667,1537.963,39632,41144,41525,49,861.0408,42191
,,9,118,78,45,349.7966,556.7692,968.2889,41276,43428,43573,90,479.0222,43112,,114,92,48,356.0263,470.2391,905.4792,40587,43262,43463,90,479.0222,43112
,,10,118,94,70,337.7881,465.4362,626.3714,39859,43751,43846,102,421.9902,43043,,117,101,68,341.3504,424.4851,638.1471,39938,42873,43394,102,421.9902,43043
,,11,41,21,10,1065.976,2126.762,4478.9,43705,44662,44789,30,1487.867,44636,,45,28,14,970.6,1596.607,3197,43677,44705,44758,30,1487.867,44636
,,12,95,46,15,427.5579,946.5,2909.333,40618,43539,43640,62,699.5323,43371,,97,56,21,418.0928,775.9821,2079.619,40555,43455,43672,62,699.5323,43371
,,13,85,63,45,401.8471,576.6508,825.3556,34157,36329,37141,99,388.697,38481,,95,77,52,342.3158,449.2857,679.1346,32520,34595,35315,99,388.697,38481
,,14,94,74,44,443.266,592.6757,1000.75,41667,43858,44033,81,540.1111,43749,,94,77,56,439.2234,563.7403,777.1964,41287,43408,43523,81,540.1111,43749
,,15,95,69,55,423.3263,630.4493,795.2182,40216,43501,43737,79,547.3924,43244,,95,76,55,419.3474,563.4079,784.1091,39838,42819,43126,79,547.3924,43244
,,16,136,109,76,292.4926,403.4954,579.4079,39779,43981,44035,122,356.9344,43546,,133,120,83,292.4135,356.2833,516.4458,38891,42754,42865,122,356.9344,43546
,,17,83,69,48,450,563.7101,828.5833,37350,38896,39772,80,481.075,38486,,84,75,53,444.8095,514.7733,745.8302,37364,38608,39529,80,481.075,38486
,,18,135,95,54,298.6222,452.2421,801.4074,40314,42963,43276,116,369.5862,42872,,129,109,59,308.4031,385.5596,718.6441,39784,42026,42400,116,369.5862,42872
,,19,118,86,55,347.9322,507.3721,799.9455,41056,43634,43997,101,429.297,43359,,121,95,43,336.876,455.5579,1017.605,40762,43278,43757,101,429.297,43359
,,20,82,65,36,506.3171,669.1692,1220.417,41518,43496,43935,75,574.1067,43058,,82,70,28,498.9024,610.6571,1543,40910,42746,43204,75,574.1067,43058
,,21,117,96,77,339.5897,449.2917,558.6883,39732,43132,43019,107,400.028,42803,,116,106,87,339.6897,401.3774,488.3103,39404,42546,42483,107,400.028,42803
,,22,119,74,47,331.2521,564.2568,896.7021,39419,41755,42145,87,479.6207,41727,,96,79,52,365.5625,461.0506,711.6154,35094,36423,37004,87,479.6207,41727
,,23,95,75,51,416.3895,555.96,830.6863,39557,41697,42365,82,507.6463,41627,,96,81,63,411.7083,514.9753,672.4921,39524,41713,42367,82,507.6463,41627
,,24,112,76,52,350.1518,545.1447,804.2885,39217,41431,41823,88,467.0795,41103,,115,88,59,338.2435,469.1818,705.6949,38898,41288,41636,88,467.0795,41103
,,25,99,72,38,389.3131,571.8889,1098.553,38542,41176,41745,87,467.3103,40656,,100,86,42,379.89,474.4535,989.3095,37989,40803,41551,87,467.3103,40656
,,26,103,66,38,400.1845,662.5152,1157.526,41219,43726,43986,77,564.0519,43432,,104,78,43,393.2212,559.3205,1021.605,40895,43627,43929,77,564.0519,43432
,,27,52,42,22,804.4423,1028.381,1969.545,41831,43192,43330,50,861.08,43054,,63,51,22,654.4286,845.7059,1971.409,41229,43131,43371,50,861.08,43054
,,28,83,56,35,487.2771,763.1071,1231.743,40444,42734,43111,72,596.4722,42946,,77,62,40,487.3117,639.7419,1003.325,37523,39664,40133,72,596.4722,42946
,,29,89,60,38,446.5169,700.7167,1116.447,39740,42043,42425,80,521.375,41710,,91,77,42,438.5714,540.7792,1009.024,39910,41640,42379,80,521.375,41710
,,30,117,76,54,349.8034,567.1184,804.0741,40927,43101,43420,106,403.6038,42782,,109,98,59,365.4587,424.0204,720.1356,39835,41554,42488,106,403.6038,42782
25,Car 7,1,94,72,48,314.5745,432.7639,655.25,29570,31159,31452,82,375.7927,30815,,92,85,49,320.9022,363.2471,640.6735,29523,30876,31393,82,375.7927,30815
,,2,73,48,25,424.2877,677.4167,1329.56,30973,32516,33239,59,545.4746,32183,,74,60,32,398.9865,511.9333,987.625,29525,30716,31604,59,545.4746,32183
,,3,86,71,44,373.6628,473.2394,769.4091,32135,33600,33854,83,403.6145,33500,,80,78,51,385.4375,410.8974,636.9804,30835,32050,32486,83,403.6145,33500
,,4,79,63,45,385.5063,513.7619,723.1333,30455,32367,32541,72,447.8194,32243,,81,73,45,368.1235,434.9726,711.1778,29818,31753,32003,72,447.8194,32243
,,5,56,55,30,568.2143,605.7091,1120.533,31820,33314,33616,56,587.625,32907,,50,47,31,541.66,597.9787,922.8065,27083,28105,28607,56,587.625,32907
,,6,52,39,27,615.0192,861.4872,1246.741,31981,33598,33662,45,743.4444,33455,,50,46,33,629.04,714.7609,1000.515,31452,32879,33017,45,743.4444,33455
,,7,74,57,40,423.3919,581.1579,837.7,31331,33126,33508,66,497.7727,32853,,55,52,30,460.8727,522.9038,923.2667,25348,27191,27698,66,497.7727,32853
,,8,76,67,44,359.6579,441.3134,679.2955,27334,29568,29889,76,387.6184,29459,,65,63,47,351.0923,389.6667,535.8723,22821,24549,25186,76,387.6184,29459
,,9,109,88,48,285.8807,376.9205,697.2917,31161,33169,33470,96,341.4792,32782,,107,93,55,274.4766,332.6667,567.8545,29369,30938,31232,96,341.4792,32782
,,10,78,73,63,394.7179,460.4384,534.4921,30788,33612,33673,75,444.04,33303,,73,72,58,403.9178,436.3611,544.931,29486,31418,31606,75,444.04,33303
,,11,64,48,42,487.875,695.5208,801.4524,31224,33385,33661,55,596.5273,32809,,65,53,35,468.0154,609.4906,939.5714,30421,32303,32885,55,596.5273,32809
,,12,69,39,13,461.5942,857.7179,2609.231,31850,33451,33920,60,555.2333,33314,,59,56,20,525.2881,567.8571,1631.65,30992,31800,32633,60,555.2333,33314
,,13,101,83,69,298.0297,393.1325,477.7101,30101,32630,32962,92,354.8804,32649,,90,81,54,289.3333,343.4444,522.4815,26040,27819,28214,92,354.8804,32649
,,14,80,74,63,394.325,452.1081,532.5238,31546,33456,33549,76,437.9079,33281,,77,76,59,394.4805,420.9211,545.4746,30375,31990,32183,76,437.9079,33281
,,15,49,50,39,645.7347,665.08,857.8205,31641,33254,33455,53,620.6038,32892,,47,47,29,608.7872,628.0851,1029.034,28613,29520,29842,53,620.6038,32892
,,16,110,97,82,271.8,346.5876,411.0488,29898,33619,33706,101,327.7624,33104,,100,95,72,278.9,320.4,428.1944,27890,30438,30830,101,327.7624,33104
,,17,71,64,55,390.7746,452.3438,545.5636,27745,28950,30006,72,406.6111,29276,,59,58,43,398.3898,431.5172,606,23505,25028,26058,72,406.6111,29276
,,18,87,59,38,365.5402,570.8814,891.6579,31802,33682,33883,67,497.4179,33327,,88,79,43,350.6932,411.3165,764.1395,30861,32494,32858,67,497.4179,33327
,,19,102,80,55,305.0882,414.5,609.7636,31119,33160,33537,92,356.25,32775,,91,84,52,306.3846,351.0833,577.7692,27881,29491,30044,92,356.25,32775
,,20,67,69,53,431.8657,439.7246,584.5849,28935,30341,30983,75,402.1733,30163,,62,68,50,433.1129,410.6029,565.48,26853,27921,28274,75,402.1733,30163
,,21,83,75,67,352.2892,419.8933,473.2687,29240,31492,31709,83,377.7349,31352,,83,78,70,349.9036,398.2821,444.6714,29042,31066,31127,83,377.7349,31352
,,22,74,55,34,412.2568,576.8364,946.9412,30507,31726,32196,70,453.2571,31728,,49,48,22,439.0612,465.8125,1031.955,21514,22359,22703,70,453.2571,31728
,,23,80,62,48,372.8375,519,677.1667,29827,32178,32504,67,476.8657,31950,,77,64,47,366.9091,467.0938,646.1702,28252,29894,30370,67,476.8657,31950
,,24,88,65,52,335.9545,480.6615,606.6154,29564,31243,31544,83,375.3494,31154,,85,80,52,328.0941,368.9875,582.6923,27888,29519,30300,83,375.3494,31154
,,25,82,76,55,341.7195,397.5395,556.8909,28021,30213,30629,86,356.8023,30685,,79,75,54,327.8101,367.44,525.5556,25897,27558,28380,86,356.8023,30685
,,26,65,47,33,476.4,685.383,999.6364,30966,32213,32988,57,562.8947,32085,,62,54,31,479.8548,571.6481,1016.871,29751,30869,31523,57,562.8947,32085
,,27,18,18,12,1868.778,1895.278,2842.333,33638,34115,34108,20,1704.05,34081,,26,22,10,1288.231,1546.409,3411.3,33494,34021,34113,20,1704.05,34081
,,28,85,61,44,339.2941,513.6885,719.25,28840,31335,31647,75,417.1733,31288,,80,73,46,349.4875,411.0959,660.0652,27959,30010,30363,75,417.1733,31288
,,29,79,58,38,375.1519,542.5172,842.3158,29637,31466,32008,71,442,31382,,76,68,40,361.5921,425.3382,737.825,27481,28923,29513,71,442,31382
,,30,87,62,41,360.4368,536.2097,813.3171,31358,33245,33346,83,393,32619,,81,91,46,378.2716,349.9341,703.6304,30640,31844,32367,83,393,32619
26,Car 9,1,152,97,52,380.5395,622.0722,1171.481,57842,60341,60917,110,543.7091,59808,,151,121,65,367.2583,481.0826,909.2769,55456,58211,59103,110,543.7091,59808
,,2,149,115,61,364.6309,506.0696,969.2131,54330,58198,59122,135,424.2815,57278,,124,120,62,364.0081,397.5917,788.8226,45137,47711,48907,135,424.2815,57278
,,3,158,115,65,361.1013,529.7913,946.3538,57054,60926,61513,131,465.2366,60946,,159,135,80,350.6604,441.2296,754.1875,55755,59566,60335,131,465.2366,60946
,,4,185,152,106,292.2541,383.7566,553.0755,54067,58331,58626,170,340.3176,57854,,179,174,123,288.2235,322.5115,463.5203,51592,56117,57013,170,340.3176,57854
,,5,156,121,95,369.8526,503.0826,646.1579,57697,60873,61385,137,439.9927,60279,,136,120,86,371.8015,448.1083,634.407,50565,53773,54559,137,439.9927,60279
,,6,97,71,41,612.8041,869.7606,1508.317,59442,61753,61841,82,748,61336,,101,90,50,582.4158,681.1667,1230.5,58824,61305,61525,82,748,61336
,,7,129,92,57,438.0233,641.6413,1044.947,56505,59031,59562,109,539.2477,58778,,125,108,53,427,513.463,1064.604,53375,55454,56424,109,539.2477,58778
,,8,140,120,78,359.8714,451.6667,710.8718,50382,54200,55448,132,407.5909,53802,,136,137,98,353,371.5693,533.7755,48008,50905,52310,132,407.5909,53802
,,9,176,124,68,322.8295,484.4758,890.8824,56818,60075,60580,140,427.3214,59825,,169,146,76,315.716,389.7192,757.1974,53356,56899,57547,140,427.3214,59825
,,10,167,137,103,334.3054,445.3504,594.7476,55829,61013,61259,147,410.7823,60385,,155,142,94,334.5742,391.662,600.2979,51859,55616,56428,147,410.7823,60385
,,11,134,88,68,423.0149,698.3523,907.3088,56684,61455,61697,100,610.32,61032,,127,108,69,426.315,536.9259,847.2029,54142,57988,58457,100,610.32,61032
,,12,216,106,12,269.2685,583.4906,5186.667,58162,61850,62240,178,346.6404,61702,,218,194,38,259.4312,317.8196,1632.868,56556,61657,62049,178,346.6404,61702
,,13,160,128,101,355.1125,470.1719,597.505,56818,60182,60348,141,422.7305,59605,,149,140,100,366.5839,410.0286,577.32,54621,57404,57732,141,422.7305,59605
,,14,154,125,84,362.9351,478.344,716.4762,55892,59793,60184,143,417.4126,59690,,157,155,108,350.5223,376.8903,548.9722,55032,58418,59289,143,417.4126,59690
,,15,154,134,113,362.461,452.3284,538.6106,55819,60612,60863,148,404.5811,59878,,137,134,112,357.2409,390.5597,471.9286,48942,52335,52856,148,404.5811,59878
,,16,188,146,116,299.9255,417.5616,526.9655,56386,60964,61128,164,367.6159,60289,,180,158,126,293.7333,360.1456,455.1984,52872,56903,57355,164,367.6159,60289
,,17,88,136,110,580.375,378.2574,478.4455,51073,51443,52629,157,306.6369,48142,,93,140,121,476.6344,289.8857,347.438,44327,40584,42040,157,306.6369,48142
,,18,173,125,89,333.2775,480.072,680.6292,57657,60009,60576,148,402.6149,59587,,171,158,114,326.5556,365.6835,514.2456,55841,57778,58624,148,402.6149,59587
,,19,174,126,96,320.9138,473.4841,628.3646,55839,59659,60323,149,396.3893,59062,,163,139,87,312.6626,392.4892,638.7126,50964,54556,55568,149,396.3893,59062
,,20,91,134,77,619.5495,426.3284,760.7273,56379,57128,58576,168,329.4345,55345,,106,168,125,506.7358,309.5298,420.224,53714,52001,52528,168,329.4345,55345
,,21,129,105,86,420.9535,542.4667,665.3256,54303,56959,57218,121,469.5785,56819,,131,127,105,403.0076,438.5354,534.6,52794,55694,56133,121,469.5785,56819
,,22,129,103,82,406.2481,531.8835,674.8049,52406,54784,55334,118,466.6864,55069,,131,126,83,375.374,403.2381,627.759,49174,50808,52104,118,466.6864,55069
,,23,160,119,83,340.575,485.1681,707.1084,54492,57735,58690,131,436.9389,57239,,159,142,107,326.9874,396.0423,535.9065,51991,56238,57342,131,436.9389,57239
,,24,203,138,87,262.0394,417.1159,677.5862,53194,57562,58950,166,343.7771,57067,,201,174,99,255.8507,317.9023,574.7778,51426,55315,56903,166,343.7771,57067
,,25,139,130,101,351.0791,410.1462,539.0891,48800,53319,54448,149,359.3423,53542,,134,148,113,350.6194,339.9527,462.3363,46983,50313,52244,149,359.3423,53542
,,26,85,76,46,666.3059,759.8684,1269.609,56636,57750,58402,97,592.7113,57493,,86,82,42,553.4535,596.0732,1172.381,47597,48878,49240,97,592.7113,57493
,,27,136,126,96,411.6544,475.2937,631.3438,55985,59887,60609,131,453.4656,59404,,131,126,104,409.4504,452.0159,558.5577,53638,56954,58090,131,453.4656,59404
,,28,149,109,79,373.7047,549.4587,761.0506,55682,59891,60123,125,475.528,59441,,147,135,90,365.1156,424.8741,644.4667,53672,57358,58002,125,475.528,59441
,,29,146,112,88,370.7192,515.3482,662.2955,54125,57719,58282,125,457.576,57197,,137,117,83,359.7153,450.3675,643.241,49281,52693,53389,125,457.576,57197
,,30,185,123,90,301.227,482.065,662.4889,55727,59294,59624,152,386.8026,58794,,173,165,91,304.1676,334.3576,618.967,52621,55169,56326,152,386.8026,58794
27,Person 22,1,20,20,19,254.05,278.8,298.5263,5081,5576,5672,21,270.381,5678,,19,18,17,232.5263,262.1667,286.6471,4418,4719,4873,21,270.381,5678
,,2,17,17,14,333.1176,357.8235,441.7143,5663,6083,6184,17,353.7059,6013,,16,16,13,334.3125,358.625,448.3077,5349,5738,5828,17,353.7059,6013
,,3,18,15,12,324.7778,423.1333,536,5846,6347,6432,16,391.5,6264,,17,15,12,308.2353,372.6667,478.25,5240,5590,5739,16,391.5,6264
,,4,23,22,17,231.1304,264.4091,347.4706,5316,5817,5907,22,261.9545,5763,,23,23,17,231.3913,250.5217,343.1176,5322,5762,5833,22,261.9545,5763
,,5,10,8,6,613.4,799.25,1066,6134,6394,6396,10,645,6450,,6,9,4,832,562,1273.25,4992,5058,5093,10,645,6450
,,6,20,17,13,291.45,371.2353,494.1538,5829,6311,6424,20,310.4,6208,,17,17,13,235.0588,254.8824,338.2308,3996,4333,4397,20,310.4,6208
,,7,18,17,12,321.3889,366.7059,536,5785,6234,6432,18,346.4444,6236,,15,13,10,309.3333,372.6154,505.7,4640,4844,5057,18,346.4444,6236
,,8,18,17,13,261.3889,302.8235,411.4615,4705,5148,5349,17,297.2353,5053,,15,15,16,276.4667,302.1333,309.125,4147,4532,4946,17,297.2353,5053
,,9,17,14,13,330.2353,432.5,473.2308,5614,6055,6152,15,397.6,5964,,13,13,11,336.5385,359.0769,427,4375,4668,4697,15,397.6,5964
,,10,22,20,18,244.1364,312.25,343.6667,5371,6245,6186,22,279.4545,6148,,19,18,17,215.5263,255,267.6471,4095,4590,4550,22,279.4545,6148
,,11,6,5,3,1053,1315.2,2206,6318,6576,6618,5,1311.8,6559,,5,5,5,1276,1314,1313.2,6380,6570,6566,5,1311.8,6559
,,12,15,10,7,402.1333,656.6,940.8571,6032,6566,6586,12,544,6528,,12,13,8,443.6667,451.2308,737.625,5324,5866,5901,12,544,6528
,,13,15,13,13,400.5333,492.8462,494.8462,6008,6407,6433,14,452.4286,6334,,16,13,9,378.75,491.3846,717.2222,6060,6388,6455,14,452.4286,6334
,,14,21,19,18,283.5714,335.9474,359.7222,5955,6383,6475,20,315.2,6304,,19,21,15,276.6842,272.619,387.6,5257,5725,5814,20,315.2,6304
,,15,17,16,14,339.7059,400.0625,458.6429,5775,6401,6421,16,395.8125,6333,,15,15,13,343.1333,379.4,441.2308,5147,5691,5736,16,395.8125,6333
,,16,20,17,15,278.2,374.7059,429.8,5564,6370,6447,20,314.75,6295,,17,16,15,266.1765,307.3125,332.0667,4525,4917,4981,20,314.75,6295
,,17,11,12,10,491.1818,484.0833,588.2,5403,5809,5882,14,424.0714,5937,,12,13,9,469,457.7692,693.6667,5628,5951,6243,14,424.0714,5937
,,18,19,18,16,300.1579,341.0556,389.3125,5703,6139,6229,20,310.75,6215,,20,20,14,293.7,312.25,450.2857,5874,6245,6304,20,310.75,6215
,,19,22,20,17,254.8182,303,370.8824,5606,6060,6305,21,283.9048,5962,,16,16,11,293,310.375,459,4688,4966,5049,21,283.9048,5962
,,20,8,10,8,688.375,616.5,775.75,5507,6165,6206,12,494.9167,5939,,8,12,11,676.5,492.6667,545.1818,5412,5912,5997,12,494.9167,5939
,,21,15,15,15,357.3333,392.1333,396.5333,5360,5882,5948,15,389,5835,,14,15,13,348.0714,347.9333,407.9231,4873,5219,5303,15,389,5835
,,22,18,15,13,318.7222,394.8,472.3846,5737,5922,6141,16,371.5625,5945,,18,17,14,311.9444,341.5882,425.8571,5615,5807,5962,16,371.5625,5945
,,23,11,11,8,543.7273,572.9091,794.875,5981,6302,6359,12,520.9167,6251,,12,12,8,500,521,790.125,6000,6252,6321,12,520.9167,6251
,,24,23,19,12,237.2609,311.4211,507.25,5457,5917,6087,20,293.5,5870,,17,16,13,253.5882,293.3125,375,4311,4693,4875,20,293.5,5870
,,25,20,14,9,271,417.3571,683.2222,5420,5843,6149,17,340.1765,5783,,20,17,12,266.45,340.8235,494.75,5329,5794,5937,17,340.1765,5783
,,26,13,10,9,437.9231,601.1,684.7778,5693,6011,6163,14,427.8571,5990,,14,14,12,412.7143,432,510.0833,5778,6048,6121,14,427.8571,5990
,,27,9,9,8,688.3333,711.2222,809.375,6195,6401,6475,9,709.8889,6389,,8,9,7,752,690.4444,895.7143,6016,6214,6270,9,709.8889,6389
,,28,8,5,4,789,1293.8,1622.75,6312,6469,6491,6,1075.833,6455,,7,7,4,902.2857,922.1429,1623.25,6316,6455,6493,6,1075.833,6455
,,29,9,9,8,609,660.7778,751.125,5481,5947,6009,10,586.7,5867,,9,10,8,595,569,720.5,5355,5690,5764,10,586.7,5867
,,30,20,17,11,301.1,387.5882,598.9091,6022,6589,6588,18,364.0556,6553,,21,17,11,284.0952,386,596.4545,5966,6562,6561,18,364.0556,6553
28,Truck 2,1,45,37,26,399.5333,502.6486,722.4231,17979,18598,18783,45,415.3111,18689,,48,42,29,381.8958,447.4048,658.7241,18331,18791,19103,45,415.3111,18689
,,2,39,37,27,429.3846,486.1892,673.5556,16746,17989,18186,39,460.359,17954,,38,37,22,436.1316,473.2703,811.4545,16573,17511,17852,39,460.359,17954
