,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,,,Count ,,,Avg Duration (ms),,,Cum. Duration (ms),,,Ground Truth,,
,,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration,,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Gazepath,Dispersion,Velocity,Count,Avg. Duration,Cum. Duration
,,21,34,34,29,274.1765,301.5588,353.1379,9322,10253,10241,35,289.4571,10131,,32,32,31,276.75,295.5313,311.129,8856,9457,9645,35,289.4571,10131
,,22,35,29,21,267.3429,345.1724,486.4286,9357,10010,10215,32,314.5938,10067,,33,32,24,257.7879,278.7813,386.4167,8507,8921,9274,32,314.5938,10067
,,23,33,27,23,284.9091,375.7037,454.6957,9402,10144,10458,27,371.4815,10030,,32,26,24,273.2188,361.1923,405.125,8743,9391,9723,27,371.4815,10030
,,24,32,29,26,302.7188,363.5862,412.3846,9687,10544,10722,30,346.2333,10387,,25,26,24,329.96,335.2692,372.1667,8249,8717,8932,30,346.2333,10387
,,25,30,30,28,300,320.6333,347.8571,9000,9619,9740,33,283.3939,9352,,25,29,23,309.2,277.4138,360.5217,7730,8045,8292,33,283.3939,9352
,,26,24,23,16,412.9583,464.4348,675.8125,9911,10682,10813,24,441.9167,10606,,26,25,21,379.8846,422.12,512.8095,9877,10553,10769,24,441.9167,10606
,,27,13,7,3,844.3846,1602.1429,3740.3333,10977,11215,11221,9,1224.2222,11018,,13,11,3,851.0769,1018.182,3739.333,11064,11200,11218,9,1224.2222,11018
,,28,10,9,9,1072.4,1225.4444,1227,10724,11029,11043,11,1000.6364,11007,,9,11,9,1158.556,1001.091,1224,10427,11012,11016,11,1000.6364,11007
,,29,19,17,15,476.1053,562.1176,649.2667,9046,9556,9739,21,462.0952,9704,,19,19,17,425.8947,437.8421,511.9412,8092,8319,8703,21,462.0952,9704
,,30,39,33,25,250.3077,326.2424,432,9762,10766,10800,35,301.7143,10560,,38,36,28,259,279.5833,384.1429,9842,10065,10756,35,301.7143,10560
18,Car 12,1,35,29,16,423.2,532.4828,976.25,14812,15442,15620,36,435.1667,15666,,34,31,16,420.2941,481.5484,944.625,14290,14928,15114,36,435.1667,15666
,,2,33,33,20,438.4848,468.697,791.85,14470,15467,15837,34,441.2941,15004,,31,34,15,470.5484,440.9706,1043.8,14587,14993,15657,34,441.2941,15004
,,3,44,41,31,320.1364,354.0244,482.4516,14086,14515,14956,45,344.0222,15481,,37,47,26,377.2703,314.0851,574.6154,13959,14762,14940,45,344.0222,15481
,,4,44,38,34,319.4091,409.2368,464.7941,14054,15551,15803,42,364.7381,15319,,41,43,31,326.3902,335.2326,472.129,13382,14415,14636,42,364.7381,15319
,,5,33,32,29,442.0909,484.7188,545.5517,14589,15511,15821,40,394.925,15797,,35,36,21,427.3143,430.3333,755.9524,14956,15492,15875,40,394.925,15797
,,6,23,31,16,676.0435,528.7742,1027.125,15549,16392,16434,36,445.6111,16042,,25,31,9,619.8,524.9032,1830.889,15495,16272,16478,36,445.6111,16042
,,7,40,35,28,368.55,450.0571,571.0714,14742,15752,15990,41,379.1463,15545,,35,40,23,390,365.25,652.0435,13650,14610,14997,41,379.1463,15545
,,8,35,34,20,368.0286,402.8824,729.4,12881,13698,14588,38,359.8158,13673,,34,35,15,387.4412,391.4,989.6,13173,13699,14844,38,359.8158,13673
,,9,48,39,22,285.9167,372.3077,674.3182,13724,14520,14835,51,288.1373,14695,,38,40,22,326.1316,332.475,635.3182,12393,13299,13977,51,288.1373,14695
,,10,50,51,46,285.6,314.6471,348.8913,14280,16047,16049,54,293.0556,15825,,49,51,37,283.6735,284.1569,408.027,13900,14492,15097,54,293.0556,15825
,,11,37,30,16,406.027,530.4667,1009.75,15023,15914,16156,36,431.6667,15540,,40,37,15,346.925,410.027,1048.533,13877,15171,15728,36,431.6667,15540
,,12,29,28,17,368.2759,409.8929,682.9412,10680,11477,11610,34,456.6471,15526,,31,29,11,480.8065,531.7931,1427.273,14905,15422,15700,34,456.6471,15526
,,13,42,41,36,333.6667,375.2195,429.8333,14014,15384,15474,48,316.3125,15183,,41,44,33,330,334.8409,453.9091,13530,14733,14979,48,316.3125,15183
,,14,40,39,32,375.875,415.6923,509.5938,15035,16212,16307,43,370.0233,15911,,40,44,25,357.4,351.2045,627.2,14296,15453,15680,43,370.0233,15911
,,15,39,42,32,382.1026,381.9524,509.4688,14902,16042,16303,47,333.2553,15663,,33,49,21,413.3939,293.8776,712.0476,13642,14400,14953,47,333.2553,15663
,,16,41,44,38,332.9268,345.5455,403.2632,13650,15204,15324,48,327.2708,15709,,39,43,26,366.1538,352.4884,594.3462,14280,15157,15453,48,327.2708,15709
,,17,26,27,23,369.6538,365.8889,437.3913,9611,9879,10060,42,259.4524,10897,,36,38,29,310.1389,325.2895,435.1034,11165,12361,12618,42,259.4524,10897
,,18,57,53,47,247.4561,289.5094,333.6596,14105,15344,15682,57,264.7193,15089,,56,54,35,252.4286,279.0741,443.2,14136,15070,15512,57,264.7193,15089
,,19,39,39,36,313.5385,328.9231,378.3056,12228,12828,13619,52,270.1538,14048,,39,41,28,306.4103,298.5122,464.5,11950,12239,13006,52,270.1538,14048
,,20,42,41,29,349.1905,379.439,549.7931,14666,15557,15944,43,355.9535,15306,,38,38,21,360.3947,378,712.6667,13695,14364,14966,43,355.9535,15306
,,21,41,43,41,347.878,358.7442,379.561,14263,15426,15562,45,334.5778,15056,,42,46,34,336.4524,328.1087,454.1765,14131,15093,15442,45,334.5778,15056
,,22,54,45,34,259.0926,336.4,453.4706,13991,15138,15418,54,277.4444,14982,,46,45,32,221.5435,233.9556,354.2188,10191,10528,11335,54,277.4444,14982
,,23,27,27,18,549.5185,582.8889,886.3333,14837,15738,15954,30,509.4,15282,,26,29,18,564.5,520.4138,866.1111,14677,15092,15590,30,509.4,15282
,,24,46,44,41,313.1739,345.8636,381.8049,14406,15218,15654,46,327.3478,15058,,42,44,35,297.881,302.4545,399.0286,12511,13308,13966,46,327.3478,15058
,,25,34,29,22,375.1765,473.069,630.3636,12756,13719,13868,39,378.7436,14771,,33,29,17,400.5152,475.6552,837.1176,13217,13794,14231,39,378.7436,14771
,,26,33,35,29,443.7576,444.9714,553,14644,15574,16037,37,402.7297,14901,,33,36,27,438.8788,415.2222,577.1111,14483,14948,15582,37,402.7297,14901
,,27,29,27,15,503.1379,556.8889,1017.2,14591,15036,15258,32,466.4375,14926,,20,27,11,649.05,495.3333,1252.091,12981,13374,13773,32,466.4375,14926
,,28,27,27,16,533.5556,559.5926,959.6875,14406,15109,15355,35,428.2,14987,,31,37,13,468.2258,402.6486,1181.846,14515,14898,15364,35,428.2,14987
,,29,31,32,23,430.871,451.9063,644.3478,13357,14461,14820,37,386.5135,14301,,33,35,22,407.1818,409.4857,669.5,13437,14332,14729,37,386.5135,14301
,,30,45,40,21,333.5333,400.975,773.2381,15009,16039,16238,47,339.5106,15957,,40,41,24,333.05,336.2683,613.5833,13322,13787,14726,47,339.5106,15957
19,Car 13,1,41,35,28,294.1951,363.0571,460,12062,12707,12880,41,311.3171,12764,,42,36,26,268.1667,307.8611,462.8462,11263,11083,12034,41,311.3171,12764
,,2,32,32,25,362.7813,387.2188,503.48,11609,12391,12587,36,348.4167,12543,,28,31,20,365.3214,339,544.45,10229,10509,10889,36,348.4167,12543
,,3,39,34,24,330.6923,395.1176,569,12897,13434,13656,39,335.9487,13102,,36,36,25,326.9444,317.4722,494.48,11770,11429,12362,39,335.9487,13102
,,4,48,46,45,243.5,277.5435,285.0667,11688,12767,12828,46,274.1087,12609,,45,43,37,233.0222,266.6279,312.6757,10486,11465,11569,46,274.1087,12609
,,5,35,31,25,351.5429,429.3226,535.92,12304,13309,13398,33,398.4848,13150,,32,34,23,366.2813,359.5,552.6087,11721,12223,12710,33,398.4848,13150
,,6,47,42,23,260.4043,319.9762,595.2609,12239,13439,13691,44,302.6136,13315,,38,36,22,273.6579,315.25,536.9091,10399,11349,11812,44,302.6136,13315
,,7,32,29,21,371.2813,434.4483,607.2381,11881,12599,12752,29,457.2759,13261,,30,30,20,422.1,437.0667,675.6,12663,13112,13512,29,457.2759,13261
,,8,32,30,27,344.75,397.2,459.4074,11032,11916,12404,32,361.6875,11574,,27,28,19,360.4074,364.6429,569.6316,9731,10210,10823,32,361.6875,11574
,,9,44,37,16,268.6364,342.3514,811.9375,11820,12667,12991,41,310.6585,12737,,38,37,24,251.8684,281.6486,453.2083,9571,10421,10877,41,310.6585,12737
,,10,43,41,34,277.4651,328.3415,397.6176,11931,13462,13519,42,315.1667,13237,,40,41,29,282.2,301.0244,432.6552,11288,12342,12547,42,315.1667,13237
,,11,15,9,4,893.2667,1536.2222,3455.75,13399,13826,13823,14,982.9286,13761,,19,17,6,708.8947,810.2941,2297.833,13469,13775,13787,14,982.9286,13761
,,12,44,34,11,266.6364,375.3235,1181.9091,11732,12761,13001,41,309.7073,12698,,43,41,18,263.814,302.878,713.0556,11344,12418,12835,41,309.7073,12698
,,13,47,43,32,261.2553,311.186,420.8438,12279,13381,13467,44,300.4545,13220,,45,41,33,258.2444,305.3415,386.303,11621,12519,12748,44,300.4545,13220
,,14,41,34,30,301.5854,396.1471,451.3667,12365,13469,13541,38,348.8684,13257,,40,39,31,298.05,329.641,420.2581,11922,12856,13028,38,348.8684,13257
,,15,33,32,30,365.7576,408.5938,441.4,12070,13075,13242,35,368.5714,12900,,30,33,21,326.8333,323.3333,520.9524,9805,10670,10940,35,368.5714,12900
,,16,39,35,32,305.8462,381.2286,418.8125,11928,13343,13402,40,333.425,13337,,39,40,29,293.641,312.175,435.3448,11452,12487,12625,40,333.425,13337
,,17,25,30,25,366.6,333.1,417.2,9165,9993,10430,35,270.9714,9484,,26,32,26,351.3846,289.25,389.6154,9136,9256,10130,35,270.9714,9484
,,18,46,42,35,247.5652,300.0238,365.6571,11388,12601,12798,46,274.6087,12632,,45,43,36,225.3333,256.0465,317.3889,10140,11010,11426,46,274.6087,12632
,,19,46,38,30,262.7826,344.1316,448.2333,12088,13077,13447,42,308.4286,12954,,27,27,24,263.3704,269.037,325.4167,7111,7264,7810,42,308.4286,12954
,,20,37,38,32,307.1081,323.6579,393.4063,11363,12299,12589,42,287.7381,12085,,28,31,22,275.3214,267.5484,380.6364,7709,8294,8374,42,287.7381,12085
,,21,36,27,27,335.0833,484.3704,486.9259,12063,13078,13147,33,390.8182,12897,,33,33,23,342.1818,354.5455,527.087,11292,11700,12123,33,390.8182,12897
,,22,35,27,18,330.1714,450.7037,694.9444,11556,12169,12509,35,349.8571,12245,,34,33,20,303.7353,328.2727,562.5,10327,10833,11250,35,349.8571,12245
,,23,35,33,29,337.8286,391.7576,448.9655,11824,12928,13020,35,364.5429,12759,,35,35,27,336.8,351.5143,466.7037,11788,12303,12601,35,364.5429,12759
,,24,46,37,25,243.2609,332.4324,503.12,11190,12300,12578,40,301.15,12046,,42,41,26,241.3571,269.2927,441.6923,10137,11041,11484,40,301.15,12046
,,25,33,31,28,329.6667,381.3548,429.5714,10879,11822,12028,36,325.0278,11701,,30,29,22,333.9667,338.8276,490.4091,10019,9826,10789,36,325.0278,11701
,,26,25,22,15,482.36,573.1364,855.1333,12059,12609,12827,25,503.68,12592,,28,27,20,434.2857,464.5185,647.35,12160,12542,12947,25,503.68,12592
,,27,26,22,10,500.0385,623.6818,1379.5,13001,13721,13795,23,591.0435,13594,,28,36,18,441.3929,369.25,747.7222,12359,13293,13459,23,591.0435,13594
,,28,32,30,28,374.9688,427.0333,464.7143,11999,12811,13012,34,371.7353,12639,,28,33,23,336.1786,295.9394,447.3913,9413,9766,10290,34,371.7353,12639
,,29,35,31,18,352.2857,426.1613,747.1667,12330,13211,13449,35,369.2,12922,,37,34,20,308.2973,357.0294,620.5,11407,12139,12410,35,369.2,12922
,,30,46,35,28,267.8696,376.8857,473.4286,12322,13191,13256,45,293.0444,13187,,40,37,17,274.35,308.0541,695.8235,10974,11398,11829,45,293.0444,13187
20,Car 14,1,111,86,60,342.4234,461.5581,675.2833,38009,39694,40517,102,387.8529,39561,,104,98,55,333.8654,365.2755,676.3636,34722,35797,37200,102,387.8529,39561
,,2,96,72,44,405.2813,574.2778,954.2273,38907,41348,41986,84,485.5952,40790,,91,95,50,407.9341,406.0211,796.36,37122,38572,39818,84,485.5952,40790
,,3,116,108,86,332.7586,385.8981,494.3953,38600,41677,42518,117,347.906,40705,,107,118,79,318.3458,308.0678,478.6582,34063,36352,37814,117,347.906,40705
,,4,139,122,98,270.8849,333.8197,421.4796,37653,40726,41305,127,316.8189,40236,,134,125,102,263.9478,305.072,381.8235,35369,38134,38946,127,316.8189,40236
,,5,69,72,55,593.1594,592.3194,787.1273,40928,42647,43292,79,530.5949,41917,,63,75,45,583.5079,506.2533,867.4,36761,37969,39033,79,530.5949,41917
,,6,68,55,42,613,786.2909,1035.9762,41684,43246,43511,62,690.5,42811,,69,65,34,597.3333,652.9538,1268.206,41216,42442,43119,62,690.5,42811
,,7,95,80,63,405.9158,511.6375,662.0159,38562,40931,41707,87,471.5402,41024,,81,73,45,409.0741,481.3014,803.4667,33135,35135,36156,87,471.5402,41024
,,8,99,87,63,354.4242,431.6667,622.6349,35088,37555,39226,93,399.3656,37141,,92,92,59,352.2717,376.5435,614.2034,32409,34642,36238,93,399.3656,37141
,,9,115,104,61,350.0957,407.4904,707.3443,40261,42379,43148,118,356.8644,42110,,105,107,53,346.219,358.3178,738.1321,36353,38340,39121,118,356.8644,42110
,,10,95,86,71,418.2316,501.5698,612.3521,39732,43135,43477,92,461.5326,42461,,85,89,56,435.5647,442.1348,718.5714,37023,39350,40240,92,461.5326,42461
,,11,78,61,43,524.9487,706,1012.1628,40946,43066,43523,73,583.4247,42590,,83,82,44,466.5542,497.4512,942.7727,38724,40791,41482,73,583.4247,42590
,,12,59,32,12,712.1695,1375.0938,3679.8333,42018,44003,44158,44,996.3636,43840,,67,56,20,626.9254,780.5,2201.85,42004,43708,44037,44,996.3636,43840
,,13,127,113,87,306.1496,366.8673,482.9195,38881,41456,42014,123,331.7805,40809,,115,106,62,293.7913,335.9623,591.7742,33786,35612,36690,123,331.7805,40809
,,14,146,132,112,263.8493,317.7727,378.7054,38522,41946,42415,139,298.8273,41537,,141,138,98,260.0142,284.6522,408.2959,36662,39282,40013,139,298.8273,41537
,,15,106,104,91,363.5283,408.6058,471.1868,38534,42495,42878,112,375.5268,42059,,104,110,82,349.4808,358.0727,489.622,36346,39388,40149,112,375.5268,42059
,,16,109,98,83,360.367,437.8776,522.5904,39280,42912,43375,106,400.5377,42457,,96,100,74,376.9479,385.57,532.1351,36187,38557,39378,106,400.5377,42457
,,17,78,81,60,434.1282,449.1975,619.55,33862,36385,37173,91,399.3956,36345,,81,90,68,395.8272,371.8,517.7353,32062,33462,35206,91,399.3956,36345
,,18,138,124,93,278.6812,333.5968,452.4946,38458,41366,42082,132,307.5455,40596,,134,133,95,268.9627,286.5639,413.6211,36041,38113,39294,132,307.5455,40596
,,19,111,101,91,351.1441,411.4851,465.4396,38977,41560,42355,111,367.8468,40831,,102,101,72,353.598,375.4059,543.0972,36067,37916,39103,111,367.8468,40831
,,20,90,102,82,413.9667,390.8137,493.4146,37257,39863,40460,125,312.752,39094,,86,106,74,410.1628,344.0189,499.4189,35274,36466,36957,125,312.752,39094
,,21,88,83,82,428.5114,480.7108,492.9024,37709,39899,40418,90,438,39420,,87,89,78,421.3908,434.6742,503.6795,36661,38686,39287,90,438,39420
,,22,103,86,56,351.6893,446.0581,702,36224,38361,39312,103,379.233,39061,,92,89,41,367.6196,395.4719,899.439,33821,35197,36877,103,379.233,39061
,,23,53,49,31,750.6981,859.9388,1370.2581,39787,42137,42478,53,790.3585,41889,,50,58,33,799.2,711.6379,1272.545,39960,41275,41994,53,790.3585,41889
,,24,137,110,69,266.5985,362.7636,597.6377,36524,39904,41237,123,319.374,39283,,126,122,65,260.4921,289.1885,564.5538,32822,35281,36696,123,319.374,39283
,,25,97,58,39,394.3299,704.8621,1059.3846,38250,40882,41316,71,571.9296,40607,,92,80,45,397.2391,488.8125,881.4889,36546,39105,39667,71,571.9296,40607
,,26,76,54,35,539.6711,789.1667,1225.9143,41015,42615,42907,66,638.5909,42147,,73,85,36,559.2877,495.7294,1188.611,40828,42137,42790,66,638.5909,42147
,,27,80,64,47,503.125,652.7656,902.4255,40250,41777,42414,71,582.2535,41340,,75,77,43,512.3733,515.7403,941.5349,38428,39712,40486,71,582.2535,41340
,,28,83,63,48,489.5301,682.0635,901.2917,40631,42970,43262,74,577.1486,42709,,83,73,39,472.3012,563.7123,1065.282,39201,41151,41546,74,577.1486,42709
,,29,67,64,46,576.0746,639.125,900.8913,38597,40904,41441,70,579.3286,40553,,62,73,49,593.2419,532.1644,810.4082,36781,38848,39710,70,579.3286,40553
,,30,108,74,55,367.5,566.2432,764.1455,39690,41902,42028,102,403.2353,41130,,105,116,57,365.9524,341.0517,715.4561,38425,39562,40781,102,403.2353,41130
21,Car 15,1,47,43,34,255.234,301.8372,388.8529,11996,12979,13221,48,271.5417,13034,,45,46,36,240.3111,248.0435,326.4167,10814,11410,11751,48,271.5417,13034
,,2,35,31,20,390.9429,471.3226,746.75,13683,14611,14935,33,436.4242,14402,,27,27,22,361.2222,381.5926,481.9545,9753,10303,10603,33,436.4242,14402
,,3,43,39,27,328.1628,392.9487,573.1481,14111,15325,15475,41,368.9756,15128,,40,40,32,326.875,352.325,446.8438,13075,14093,14299,41,368.9756,15128
,,4,51,40,39,256.6667,359.625,372.5385,13090,14385,14529,43,329.1395,14153,,45,42,35,259.2667,300.4286,364.9143,11667,12618,12772,43,329.1395,14153
,,5,37,32,28,388.8919,476.625,548.0357,14389,15252,15345,34,442.8824,15058,,35,30,21,373.6,466.6,677.0476,13076,13998,14218,34,442.8824,15058
,,6,12,8,7,1260.1667,1926,2212.5714,15122,15408,15488,8,1922.25,15378,,8,8,7,1837.625,1900.5,2178.571,14701,15204,15250,8,1922.25,15378
,,7,35,28,15,371.8571,492.1786,933.4667,13015,13781,14002,30,456.4667,13694,,30,23,13,373.4333,508,925.6923,11203,11684,12034,30,456.4667,13694
,,8,40,37,24,343.7,402.8919,634.5417,13748,14907,15229,40,366.2,14648,,38,37,28,343.3421,378.2162,511.3214,13047,13994,14317,40,366.2,14648
,,9,43,34,23,331.6977,441.5294,656.2609,14263,15012,15094,37,401.7027,14863,,39,35,19,319.9744,391.6857,729.2105,12479,13709,13855,37,401.7027,14863
,,10,47,40,30,293.9574,378.375,508.4667,13816,15135,15254,42,356.2857,14964,,42,38,27,301.1667,359.2368,516.1111,12649,13651,13935,42,356.2857,14964
,,11,31,23,17,462.871,672.1304,914,14349,15459,15538,25,610.16,15254,,32,25,21,438.9375,593.44,713,14046,14836,14973,25,610.16,15254
,,12,39,21,7,373.641,736.0476,2224,14572,15457,15568,25,615.6,15390,,35,22,12,377.5429,634.0455,1170.417,13214,13949,14045,25,615.6,15390
,,13,52,49,38,260.8846,305.3265,397.3158,13566,14961,15098,50,294.66,14733,,48,46,29,260,295.5217,480.5517,12480,13594,13936,50,294.66,14733
,,14,43,43,36,324.4186,350.1163,421.9722,13950,15055,15191,44,339.4091,14934,,39,39,33,302.7692,328.7436,399.1818,11808,12821,13173,44,339.4091,14934
,,15,36,36,32,378.9167,416.4722,471.4688,13641,14993,15087,36,411.3611,14809,,33,33,26,355.2727,387.7879,499.8846,11724,12797,12997,36,411.3611,14809
,,16,45,41,38,300.9556,371.9756,403.8684,13543,15251,15347,43,351.5581,15117,,35,35,26,334.6,367.6571,497.9231,11711,12868,12946,43,351.5581,15117
,,17,26,28,20,409.1538,400.3214,576.1,10638,11209,11522,32,358.625,11476,,27,25,21,357,394.76,515.5238,9639,9869,10826,32,358.625,11476
,,18,40,37,28,358.15,404.2432,537.9286,14326,14957,15062,39,379.4103,14797,,37,38,26,364.4054,367.3947,542.6923,13483,13961,14110,39,379.4103,14797
,,19,49,43,26,283.8571,353.814,591.6538,13909,15214,15383,48,312.4167,14996,,39,39,23,299.6923,321.4615,547.9565,11688,12537,12603,48,312.4167,14996
,,20,31,33,28,432.2258,434.1515,526.9643,13399,14327,14755,39,357.0769,13926,,32,34,29,405.0938,376,454.8621,12963,12784,13191,39,357.0769,13926
,,21,50,45,43,267.68,330.8,345.0465,13384,14886,14837,50,293.38,14669,,50,48,40,254.28,287.7917,346.85,12714,13814,13874,50,293.38,14669
,,22,37,35,27,329.4054,381.6857,504.5926,12188,13359,13624,36,365.7778,13168,,37,35,25,290.7027,323.9714,464.6,10756,11339,11615,36,365.7778,13168
,,23,41,37,34,324.7561,391.2432,430.9412,13315,14476,14652,42,350.7381,14731,,38,37,30,288.9474,318.6216,400.1667,10980,11789,12005,42,350.7381,14731
,,24,42,37,33,317.1905,383.7838,434.4848,13322,14200,14338,40,350.825,14033,,42,42,34,300.2143,324.4048,406.8529,12609,13625,13833,40,350.825,14033
,,25,34,32,29,376.0588,432.3438,483.8966,12786,13835,14033,38,360.3684,13694,,26,26,22,398.5,413.3846,508.6364,10361,10748,11190,38,360.3684,13694
,,26,31,26,20,458.0645,585.2692,765.95,14200,15217,15319,26,579.8077,15075,,26,23,22,468.3077,559.7826,593.4545,12176,12875,13056,26,579.8077,15075
,,27,42,38,30,319.7381,378.2895,491.2333,13429,14375,14737,41,354.0488,14516,,39,36,27,321.359,367.8056,503.6296,12533,13241,13598,41,354.0488,14516
,,28,32,30,22,446.0938,506.7667,693.9091,14275,15203,15266,32,471.5938,15091,,28,26,20,430.6071,491.4231,646.15,12057,12777,12923,32,471.5938,15091
,,29,37,33,28,362.5135,444.1515,535.5,13413,14657,14994,36,401.9167,14469,,34,32,27,353.7941,405.6875,492.963,12029,12982,13310,36,401.9167,14469
,,30,52,39,28,272.2692,384.1538,536.5714,14158,14982,15024,46,320.7826,14756,,44,44,31,257.0455,260.1818,384.8065,11310,11448,11929,46,320.7826,14756
22,Car 2,1,129,104,64,294.5891,389.6635,640.4844,38002,40525,40991,114,351.5175,40073,,135,123,80,279.2148,322.1301,507.325,37694,39622,40586,114,351.5175,40073
,,2,94,76,42,416.7553,551.2368,1009.381,38769,42924,43163,81,509.8148,42424,,81,74,43,419.6914,484.7027,851.0233,33995,35868,36594,81,509.8148,42424
,,3,113,98,57,348.7522,430.6531,752,42324,43650,43765,104,400.2308,43581,,105,98,62,350.5524,396.551,639.4677,36808,38862,39647,104,400.2308,43581
,,4,115,92,70,332.5652,451.8152,596.0429,42418,43264,43571,106,388.2925,42932,,113,109,85,326.2035,361.8349,472.1059,36861,39440,40129,106,388.2925,42932
,,5,82,65,47,500.8659,663.0769,924.2766,37495,40408,40830,74,577.1892,40030,,79,73,44,485.1013,547.4384,917.9318,38323,39963,40389,74,577.1892,40030
,,6,87,69,40,474.5747,630.3768,1093.25,39379,42278,42727,75,574.2267,41889,,77,77,28,525.987,545.6494,1518.607,40501,42015,42521,75,574.2267,41889
,,7,100,64,46,402.38,657.7813,923.6087,39934,42577,42855,70,593.4571,42070,,87,75,43,426.8391,514.2667,905.2326,37135,38570,38925,70,593.4571,42070
,,8,100,91,64,363.23,429.7143,624.5625,38525,42385,42870,98,395.2245,42087,,92,90,65,346.6848,379.0111,540.2923,31895,34111,35119,98,395.2245,42087
,,9,128,97,59,306.4922,432.7938,722.3051,31742,33302,35269,109,380.633,34187,,117,104,58,306.9658,367.9712,670.8966,35915,38269,38912,109,380.633,34187
,,10,124,102,86,312.6532,420.8235,501.8953,38348,41094,41825,106,400.2264,40402,,112,97,64,320.6518,399.1134,611.8125,35913,38714,39156,106,400.2264,40402
